experiment_id,timestamp,search_id,search_name,config_index,total_configs,config_name,seed,position_bins,velocity_bins,action_bins,alpha,gamma,epsilon_start,epsilon_min,epsilon_decay,episodes,max_steps,train_last_100_avg_reward,train_last_100_avg_steps,train_success_rate_last_100,test_episodes,test_success_rate,test_avg_reward,test_std_reward,test_avg_steps,test_std_steps,training_time_seconds,model_path,notes,reward_shaping,shaping_position_weight,shaping_velocity_weight,q_init,explicit_action_values,final_epsilon,train_last_100_avg_env_reward,train_last_100_avg_learning_reward,train_last_100_avg_position,train_last_100_max_position,test_avg_max_position,test_success_count,profile,run_key,completed_at,estimated_total_time_seconds,average_seconds_per_experiment_so_far
1e65ac1e6ccd,2026-07-01T02:20:25-03:00,6b358d688579,qlearning_overnight_001,26,60,shaped_q1_a11_gamma995,42,40,40,11,0.1,0.995,1.0,0.1,0.9995,20000,999,93.6214398759699,181.08,100.0,100,100.0,94.28299988337159,0.24018751583301354,163.62,18.555743046291624,192.639,models/q_learning_shaped_q1_a11_gamma995_seed42_1e65ac1e6ccd.pkl,,potential,1.0,0.5,1.0,,0.1,93.6214398759699,93.68783588690285,-0.3578339310203663,0.4632296860218048,0.4575748300552368,100,overnight,shaped_q1_a11_gamma995|seed=42|episodes=20000|max_steps=999|test=100|params=3595e4dd0baf580a,2026-07-01T02:20:25-03:00,7012.481,116.875
9a179f651db1,2026-07-01T02:23:50-03:00,6b358d688579,qlearning_overnight_001,27,60,shaped_q1_a11_gamma995,123,40,40,11,0.1,0.995,1.0,0.1,0.9995,20000,999,92.79959986593725,231.81,100.0,100,100.0,93.15043990133168,0.35187902626490203,181.45,30.609598167894983,205.04,models/q_learning_shaped_q1_a11_gamma995_seed123_9a179f651db1.pkl,,potential,1.0,0.5,1.0,,0.1,92.79959986593725,92.72532246400155,-0.37849750108852637,0.461725115776062,0.4534526202082634,100,overnight,shaped_q1_a11_gamma995|seed=123|episodes=20000|max_steps=999|test=100|params=c5e6c098297e222f,2026-07-01T02:23:50-03:00,7208.966,120.149
89dccb1d8996,2026-07-01T02:27:10-03:00,6b358d688579,qlearning_overnight_001,28,60,shaped_q1_a11_gamma995,999,40,40,11,0.1,0.995,1.0,0.1,0.9995,20000,999,93.2210798650694,220.58,100.0,100,100.0,94.8712798985076,0.4347061240907981,168.58,19.705928042089262,199.742,models/q_learning_shaped_q1_a11_gamma995_seed999_89dccb1d8996.pkl,,potential,1.0,0.5,1.0,,0.1,93.2210798650694,93.13561940135766,-0.3625308380971265,0.46006128191947937,0.4543741425871849,100,overnight,shaped_q1_a11_gamma995|seed=999|episodes=20000|max_steps=999|test=100|params=b5fae669d328000a,2026-07-01T02:27:10-03:00,7380.026,123.0
99512dc4ed91,2026-07-01T02:30:29-03:00,6b358d688579,qlearning_overnight_001,29,60,shaped_q1_a11_gamma995,2026,40,40,11,0.1,0.995,1.0,0.1,0.9995,20000,999,93.33639983900787,214.09,100.0,100,100.0,95.21099985886218,0.3182453849872937,159.53,17.41117744438899,198.799,models/q_learning_shaped_q1_a11_gamma995_seed2026_99512dc4ed91.pkl,,potential,1.0,0.5,1.0,,0.1,93.33639983900787,93.28050202933944,-0.36272010197019305,0.46056440472602844,0.45535924792289734,100,overnight,shaped_q1_a11_gamma995|seed=2026|episodes=20000|max_steps=999|test=100|params=0059439d83ee5170,2026-07-01T02:30:29-03:00,7537.316,125.622
29721ac9f3f4,2026-07-01T02:34:02-03:00,6b358d688579,qlearning_overnight_001,30,60,shaped_q1_a11_gamma995,777,40,40,11,0.1,0.995,1.0,0.1,0.9995,20000,999,90.32599983558657,237.02,100.0,100,100.0,93.11823989243865,0.43777887989072795,161.78,10.4580877793218,211.909,models/q_learning_shaped_q1_a11_gamma995_seed777_29721ac9f3f4.pkl,,potential,1.0,0.5,1.0,,0.1,90.32599983558657,90.17000094763458,-0.3163672044688596,0.4592902958393097,0.45550330966711045,100,overnight,shaped_q1_a11_gamma995|seed=777|episodes=20000|max_steps=999|test=100|params=33dee960cc8affc0,2026-07-01T02:34:02-03:00,7710.342,128.506
436d5917158e,2026-07-01T02:39:35-03:00,6b358d688579,qlearning_overnight_001,31,60,shaped_q1_a15_gamma995,42,50,50,15,0.05,0.995,1.0,0.1,0.9995,20000,999,93.55561206479341,299.98,100.0,100,100.0,95.56171413321154,0.39881031162946246,251.58,42.431870097840374,333.224,models/q_learning_shaped_q1_a15_gamma995_seed42_436d5917158e.pkl,,potential,1.0,0.5,1.0,,0.1,93.55561206479341,93.23685025499417,-0.379726983634139,0.4575602412223816,0.45630992233753204,100,overnight,shaped_q1_a15_gamma995|seed=42|episodes=20000|max_steps=999|test=100|params=89b13f4476be52a2,2026-07-01T02:39:35-03:00,8107.245,135.121
87b2093eed29,2026-07-01T02:45:24-03:00,6b358d688579,qlearning_overnight_001,32,60,shaped_q1_a15_gamma995,123,50,50,15,0.05,0.995,1.0,0.1,0.9995,20000,999,92.88342840574896,336.16,100.0,100,100.0,94.77193864155606,0.2601963753384518,281.08,16.424786147770693,348.18,models/q_learning_shaped_q1_a15_gamma995_seed123_87b2093eed29.pkl,,potential,1.0,0.5,1.0,,0.1,92.88342840574896,92.49073025975423,-0.4041059329457082,0.46005779504776,0.4539487984776497,100,overnight,shaped_q1_a15_gamma995|seed=123|episodes=20000|max_steps=999|test=100|params=7518f0b9fd4b60ea,2026-07-01T02:45:24-03:00,8507.456,141.791
571e7c2c3f07,2026-07-01T02:51:33-03:00,6b358d688579,qlearning_overnight_001,33,60,shaped_q1_a15_gamma995,999,50,50,15,0.05,0.995,1.0,0.1,0.9995,20000,999,92.25685694314754,369.39,100.0,100,100.0,95.08079576597409,0.20353111756237793,307.68,26.457845717291498,368.768,models/q_learning_shaped_q1_a15_gamma995_seed999_571e7c2c3f07.pkl,,potential,1.0,0.5,1.0,,0.1,92.25685694314754,91.71627737275313,-0.37497664236920286,0.4557504653930664,0.4502778998017311,100,overnight,shaped_q1_a15_gamma995|seed=999|episodes=20000|max_steps=999|test=100|params=dcdb13ec070bd3f9,2026-07-01T02:51:33-03:00,8920.909,148.682
e1225f44c3c4,2026-07-01T02:57:31-03:00,6b358d688579,qlearning_overnight_001,34,60,shaped_q1_a15_gamma995,2026,50,50,15,0.05,0.995,1.0,0.1,0.9995,20000,999,92.09820389752366,368.62,100.0,100,100.0,95.00718354350937,0.517414474888771,291.48,22.86721670864209,357.316,models/q_learning_shaped_q1_a15_gamma995_seed2026_e1225f44c3c4.pkl,,potential,1.0,0.5,1.0,,0.1,92.09820389752366,91.55326073307953,-0.37717098174247615,0.457241415977478,0.4562765789031982,100,overnight,shaped_q1_a15_gamma995|seed=2026|episodes=20000|max_steps=999|test=100|params=1d3adbc2adb283ca,2026-07-01T02:57:31-03:00,9289.796,154.83
674c10e65680,2026-07-01T03:02:51-03:00,6b358d688579,qlearning_overnight_001,35,60,shaped_q1_a15_gamma995,777,50,50,15,0.05,0.995,1.0,0.1,0.9995,20000,999,94.09181616704622,307.93,100.0,100,100.0,95.47212232580478,1.122659092943683,242.4,36.61475112574166,320.25,models/q_learning_shaped_q1_a15_gamma995_seed777_674c10e65680.pkl,,potential,1.0,0.5,1.0,,0.1,94.09181616704622,93.78805038009588,-0.4107636288089295,0.45890894532203674,0.4537126734852791,100,overnight,shaped_q1_a15_gamma995|seed=777|episodes=20000|max_steps=999|test=100|params=a6fd4a9cb55383db,2026-07-01T03:02:51-03:00,9573.945,159.566
90333ff96488,2026-07-01T03:07:25-03:00,6b358d688579,qlearning_overnight_001,36,60,shaped_high_gamma,42,40,40,11,0.1,0.999,1.0,0.1,0.9997,20000,999,93.15887986169577,266.25,100.0,100,100.0,94.87675989343762,0.46280976098273124,197.91,23.148691107706284,273.649,models/q_learning_shaped_high_gamma_seed42_90333ff96488.pkl,,potential,1.0,0.5,1.0,,0.1,93.15887986169577,93.5718068038926,-0.3789106813102056,0.4561694264411926,0.4530433934926987,100,overnight,shaped_high_gamma|seed=42|episodes=20000|max_steps=999|test=100|params=828675a505918b2e,2026-07-01T03:07:25-03:00,9764.541,162.742
83cf7a5d6903,2026-07-01T03:12:05-03:00,6b358d688579,qlearning_overnight_001,37,60,shaped_high_gamma,123,40,40,11,0.1,0.999,1.0,0.1,0.9997,20000,999,93.49503988073826,225.09,100.0,100,100.0,94.85447990126133,0.3271040321807883,194.89,19.727085441088352,279.764,models/q_learning_shaped_high_gamma_seed123_83cf7a5d6903.pkl,,potential,1.0,0.5,1.0,,0.1,93.49503988073826,93.92519377401355,-0.34154397368801814,0.4571312665939331,0.4529371520876884,100,overnight,shaped_high_gamma|seed=123|episodes=20000|max_steps=999|test=100|params=1efd185252c6572f,2026-07-01T03:12:05-03:00,9954.739,165.912
f94eada3b680,2026-07-01T03:16:21-03:00,6b358d688579,qlearning_overnight_001,38,60,shaped_high_gamma,999,40,40,11,0.1,0.999,1.0,0.1,0.9997,20000,999,92.58091988998534,225.59,100.0,100,100.0,94.30783990025878,0.25140177826287824,178.22,13.461485802094804,254.942,models/q_learning_shaped_high_gamma_seed999_f94eada3b680.pkl,,potential,1.0,0.5,1.0,,0.1,92.58091988998534,93.02690489275433,-0.33913668232088967,0.4588465988636017,0.45320684850215914,100,overnight,shaped_high_gamma|seed=999|episodes=20000|max_steps=999|test=100|params=c2ea1a4c49cb1376,2026-07-01T03:16:21-03:00,10095.701,168.262
63715c98ff1c,2026-07-01T03:20:47-03:00,6b358d688579,qlearning_overnight_001,39,60,shaped_high_gamma,2026,40,40,11,0.1,0.999,1.0,0.1,0.9997,20000,999,93.87935989287735,222.96,100.0,100,100.0,95.13443992322445,0.28299364885566847,175.26,12.186566374496142,266.534,models/q_learning_shaped_high_gamma_seed2026_63715c98ff1c.pkl,,potential,1.0,0.5,1.0,,0.1,93.87935989287735,94.3129526963391,-0.3579083852133559,0.45712271332740784,0.451890159547329,100,overnight,shaped_high_gamma|seed=2026|episodes=20000|max_steps=999|test=100|params=bd331c04cefdb5d3,2026-07-01T03:20:47-03:00,10247.264,170.788
f7468fbfd1d9,2026-07-01T03:25:14-03:00,6b358d688579,qlearning_overnight_001,40,60,shaped_high_gamma,777,40,40,11,0.1,0.999,1.0,0.1,0.9997,20000,999,93.78139986003042,207.05,100.0,100,100.0,95.47243985200286,0.6708788113797984,181.25,6.779933627993714,266.844,models/q_learning_shaped_high_gamma_seed777_f7468fbfd1d9.pkl,,potential,1.0,0.5,1.0,,0.1,93.78139986003042,94.2282716154636,-0.35581695385909895,0.45713010430336,0.45320392936468124,100,overnight,shaped_high_gamma|seed=777|episodes=20000|max_steps=999|test=100|params=acd1aee93fe3aa6b,2026-07-01T03:25:14-03:00,10391.728,173.195
7c06f35b4df4,2026-07-01T03:27:50-03:00,6b358d688579,qlearning_overnight_001,41,60,no_zero_q1_shaped,42,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,91.87575000000001,177.15,100.0,100,100.0,93.5505625,0.3644388826933117,136.91,10.890449944791078,155.158,models/q_learning_no_zero_q1_shaped_seed42_7c06f35b4df4.pkl,,potential,1.0,0.5,1.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,91.87575000000001,91.92885430446867,-0.31090877739657496,0.4620239734649658,0.45559028327465056,100,overnight,no_zero_q1_shaped|seed=42|episodes=20000|max_steps=999|test=100|params=f705bb14bd30dffd,2026-07-01T03:27:50-03:00,10365.614,172.76
d972d1041914,2026-07-01T03:30:34-03:00,6b358d688579,qlearning_overnight_001,42,60,no_zero_q1_shaped,123,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,92.834,166.43,100.0,100,100.0,94.08868749999999,0.4811758830913603,149.93,12.266421646103643,164.261,models/q_learning_no_zero_q1_shaped_seed123_d972d1041914.pkl,,potential,1.0,0.5,1.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,92.834,92.92079143749721,-0.33495491422107804,0.45992884039878845,0.4542323023080826,100,overnight,no_zero_q1_shaped|seed=123|episodes=20000|max_steps=999|test=100|params=267beb5491cf0159,2026-07-01T03:30:34-03:00,10353.772,172.563
9e828a9480e9,2026-07-01T03:33:09-03:00,6b358d688579,qlearning_overnight_001,43,60,no_zero_q1_shaped,999,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,93.26025,161.0,100.0,100,100.0,94.48693749999998,0.28615322463454584,150.76,9.005687092054664,154.652,models/q_learning_no_zero_q1_shaped_seed999_9e828a9480e9.pkl,,potential,1.0,0.5,1.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,93.26025,93.36571240224892,-0.3635320505084571,0.459879070520401,0.45441148966550826,100,overnight,no_zero_q1_shaped|seed=999|episodes=20000|max_steps=999|test=100|params=2b121ae883d3da28,2026-07-01T03:33:09-03:00,10329.075,172.151
ee3f70b1fac5,2026-07-01T03:35:39-03:00,6b358d688579,qlearning_overnight_001,44,60,no_zero_q1_shaped,2026,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,91.59862500000001,175.28,100.0,100,100.0,92.92981250000001,0.8228854791031062,143.87,21.285044045056612,149.501,models/q_learning_no_zero_q1_shaped_seed2026_ee3f70b1fac5.pkl,,potential,1.0,0.5,1.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,91.59862500000001,91.65634915360448,-0.33751579964862705,0.46021518111228943,0.45491144120693205,100,overnight,no_zero_q1_shaped|seed=2026|episodes=20000|max_steps=999|test=100|params=59be948790a4b7d6,2026-07-01T03:35:39-03:00,10298.463,171.641
dfc0726c4b47,2026-07-01T03:38:13-03:00,6b358d688579,qlearning_overnight_001,45,60,no_zero_q1_shaped,777,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,93.05068750000001,170.82,100.0,100,100.0,93.13293749999998,0.3701391788486462,161.27,18.960936158322987,154.04,models/q_learning_no_zero_q1_shaped_seed777_dfc0726c4b47.pkl,,potential,1.0,0.5,1.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,93.05068750000001,93.12871919032858,-0.3546864361713877,0.46113598346710205,0.4543205338716507,100,overnight,no_zero_q1_shaped|seed=777|episodes=20000|max_steps=999|test=100|params=d9f66610969cecf5,2026-07-01T03:38:13-03:00,10275.294,171.255
fc0beda56f37,2026-07-01T03:39:46-03:00,6b358d688579,qlearning_overnight_001,46,60,no_zero_q5_no_shaping,42,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,92.23725,146.29,100.0,100,100.0,93.73281249999998,0.5015190791173839,129.77,11.616242938230931,92.875,models/q_learning_no_zero_q5_no_shaping_seed42_fc0beda56f37.pkl,,none,1.0,0.5,5.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,92.23725,92.23725,-0.3210045460968732,0.4628434479236603,0.456515839099884,100,overnight,no_zero_q5_no_shaping|seed=42|episodes=20000|max_steps=999|test=100|params=17346a9b601abf69,2026-07-01T03:39:46-03:00,10173.297,169.555
0b435e1de15b,2026-07-01T03:41:23-03:00,6b358d688579,qlearning_overnight_001,47,60,no_zero_q5_no_shaping,123,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,92.683375,153.61,100.0,100,100.0,93.5780625,0.436815978666933,138.15,9.82585874109739,97.173,models/q_learning_no_zero_q5_no_shaping_seed123_0b435e1de15b.pkl,,none,1.0,0.5,5.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,92.683375,92.683375,-0.39398735017409386,0.46323052048683167,0.45637049943208696,100,overnight,no_zero_q5_no_shaping|seed=123|episodes=20000|max_steps=999|test=100|params=d8b9badacc16a8f8,2026-07-01T03:41:23-03:00,10081.14,168.019
f054f7e1ce4d,2026-07-01T03:42:57-03:00,6b358d688579,qlearning_overnight_001,48,60,no_zero_q5_no_shaping,999,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,93.01056249999999,153.12,100.0,100,100.0,93.65606249999999,0.33454312945978915,145.45,5.877712139940165,93.63,models/q_learning_no_zero_q5_no_shaping_seed999_f054f7e1ce4d.pkl,,none,1.0,0.5,5.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,93.01056249999999,93.01056249999999,-0.3895967175012732,0.4632471203804016,0.45576333194971086,100,overnight,no_zero_q5_no_shaping|seed=999|episodes=20000|max_steps=999|test=100|params=408f05b63dcd077d,2026-07-01T03:42:57-03:00,9988.407,166.473
af1be88b46dd,2026-07-01T03:44:30-03:00,6b358d688579,qlearning_overnight_001,49,60,no_zero_q5_no_shaping,2026,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,92.33918750000001,159.39,100.0,100,100.0,93.50568750000001,0.6595192940458605,128.08,14.60252033040872,92.411,models/q_learning_no_zero_q5_no_shaping_seed2026_af1be88b46dd.pkl,,none,1.0,0.5,5.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,92.33918750000001,92.33918750000001,-0.3806547502004969,0.4639871120452881,0.45558791399002074,100,overnight,no_zero_q5_no_shaping|seed=2026|episodes=20000|max_steps=999|test=100|params=c7d5b769484a729c,2026-07-01T03:44:30-03:00,9897.937,164.966
12a815819147,2026-07-01T03:46:02-03:00,6b358d688579,qlearning_overnight_001,50,60,no_zero_q5_no_shaping,777,40,40,8,0.1,0.995,1.0,0.1,0.9995,20000,999,92.74118750000001,155.44,100.0,100,100.0,92.97843750000001,0.3093584275864335,150.6,9.781615408509987,92.18,models/q_learning_no_zero_q5_no_shaping_seed777_12a815819147.pkl,,none,1.0,0.5,5.0,"[-1.0, -0.75, -0.5, -0.25, 0.25, 0.5, 0.75, 1.0]",0.1,92.74118750000001,92.74118750000001,-0.37684477302594493,0.4619440734386444,0.45487604588270186,100,overnight,no_zero_q5_no_shaping|seed=777|episodes=20000|max_steps=999|test=100|params=2498b26ebf541a07,2026-07-01T03:46:02-03:00,9810.845,163.514
3d331e9219bb,2026-07-01T03:48:12-03:00,6b358d688579,qlearning_overnight_001,51,60,optimistic_alpha005,42,40,40,11,0.05,0.995,1.0,0.1,0.9995,20000,999,93.96399986748696,199.05,100.0,100,100.0,95.2963598840797,0.33967566705441077,178.71,4.008229035372105,129.62,models/q_learning_optimistic_alpha005_seed42_3d331e9219bb.pkl,,none,1.0,0.5,5.0,,0.1,93.96399986748696,93.96399986748696,-0.4131752765580598,0.4616333544254303,0.4553521937131882,100,overnight,optimistic_alpha005|seed=42|episodes=20000|max_steps=999|test=100|params=20e7733c3baeee30,2026-07-01T03:48:12-03:00,9771.261,162.854
4eb157a7aac7,2026-07-01T03:50:21-03:00,6b358d688579,qlearning_overnight_001,52,60,optimistic_alpha005,123,40,40,11,0.05,0.995,1.0,0.1,0.9995,20000,999,94.1495998582423,201.51,100.0,100,100.0,94.5171198849547,0.36655545819565255,185.92,10.786732591475511,128.523,models/q_learning_optimistic_alpha005_seed123_4eb157a7aac7.pkl,,none,1.0,0.5,5.0,,0.1,94.1495998582423,94.1495998582423,-0.39907833004734805,0.46200332045555115,0.4599965825676918,100,overnight,optimistic_alpha005|seed=123|episodes=20000|max_steps=999|test=100|params=2d25d04dd5463d2d,2026-07-01T03:50:21-03:00,9731.944,162.199
9d1b184121aa,2026-07-01T03:52:40-03:00,6b358d688579,qlearning_overnight_001,53,60,optimistic_alpha005,999,40,40,11,0.05,0.995,1.0,0.1,0.9995,20000,999,93.04951986826539,205.03,100.0,100,100.0,94.30403987234592,0.23520986117367973,185.99,6.717879129606308,138.951,models/q_learning_optimistic_alpha005_seed999_9d1b184121aa.pkl,,none,1.0,0.5,5.0,,0.1,93.04951986826539,93.04951986826539,-0.3574531195779279,0.4568607211112976,0.4533689904212952,100,overnight,optimistic_alpha005|seed=999|episodes=20000|max_steps=999|test=100|params=1827292c80453540,2026-07-01T03:52:40-03:00,9705.917,161.765
9b4369de62f1,2026-07-01T03:54:53-03:00,6b358d688579,qlearning_overnight_001,54,60,optimistic_alpha005,2026,40,40,11,0.05,0.995,1.0,0.1,0.9995,20000,999,94.50367988017916,200.21,100.0,100,100.0,95.0251599013114,0.5858003241874224,184.86,22.9368786019371,132.577,models/q_learning_optimistic_alpha005_seed2026_9b4369de62f1.pkl,,none,1.0,0.5,5.0,,0.1,94.50367988017916,94.50367988017916,-0.40145019451153097,0.4587203860282898,0.4535768818855286,100,overnight,optimistic_alpha005|seed=2026|episodes=20000|max_steps=999|test=100|params=9ab92a10bbfa51f0,2026-07-01T03:54:53-03:00,9673.77,161.229
3faa51cea446,2026-07-01T03:57:22-03:00,6b358d688579,qlearning_overnight_001,55,60,optimistic_alpha005,777,40,40,11,0.05,0.995,1.0,0.1,0.9995,20000,999,92.74495985269786,232.05,100.0,100,100.0,94.35631988920451,0.5538946326178941,181.6,28.817355881482257,148.392,models/q_learning_optimistic_alpha005_seed777_3faa51cea446.pkl,,none,1.0,0.5,5.0,,0.1,92.74495985269786,92.74495985269786,-0.36456640758059755,0.4605112671852112,0.4556427174806595,100,overnight,optimistic_alpha005|seed=777|episodes=20000|max_steps=999|test=100|params=fa9c920fabc993eb,2026-07-01T03:57:22-03:00,9660.039,161.001
93b45b948575,2026-07-01T03:59:28-03:00,6b358d688579,qlearning_overnight_001,56,60,optimistic_alpha015,42,40,40,11,0.15,0.995,1.0,0.1,0.9995,20000,999,92.44207985979439,178.86,100.0,100,100.0,93.41795988046766,0.39342902907823885,158.25,19.782504897004323,125.801,models/q_learning_optimistic_alpha015_seed42_93b45b948575.pkl,,none,1.0,0.5,5.0,,0.1,92.44207985979439,92.44207985979439,-0.3543804215758958,0.4595414400100708,0.45369477093219757,100,overnight,optimistic_alpha015|seed=42|episodes=20000|max_steps=999|test=100|params=2ac5189118039628,2026-07-01T03:59:28-03:00,9622.56,160.376
5ef60b8fda68,2026-07-01T04:01:19-03:00,6b358d688579,qlearning_overnight_001,57,60,optimistic_alpha015,123,40,40,11,0.15,0.995,1.0,0.1,0.9995,20000,999,92.69107985309482,169.69,100.0,100,100.0,93.87075987116934,0.41213424206392973,147.5,10.387011119662866,111.595,models/q_learning_optimistic_alpha015_seed123_5ef60b8fda68.pkl,,none,1.0,0.5,5.0,,0.1,92.69107985309482,92.69107985309482,-0.34112870050695926,0.4592491090297699,0.45504035204648974,100,overnight,optimistic_alpha015|seed=123|episodes=20000|max_steps=999|test=100|params=6e0069612f89d274,2026-07-01T04:01:19-03:00,9571.428,159.524
5621cf21ec34,2026-07-01T04:03:00-03:00,6b358d688579,qlearning_overnight_001,58,60,optimistic_alpha015,999,40,40,11,0.15,0.995,1.0,0.1,0.9995,20000,999,91.54143983869912,182.9,100.0,100,100.0,93.21375989213824,0.48025171980405296,142.6,19.95244345938612,100.606,models/q_learning_optimistic_alpha015_seed999_5621cf21ec34.pkl,,none,1.0,0.5,5.0,,0.1,91.54143983869912,91.54143983869912,-0.3342920227535258,0.4620392322540283,0.45605776101350787,100,overnight,optimistic_alpha015|seed=999|episodes=20000|max_steps=999|test=100|params=6a2ccef7473caa02,2026-07-01T04:03:00-03:00,9510.685,158.511
f07f1697013f,2026-07-01T04:04:59-03:00,6b358d688579,qlearning_overnight_001,59,60,optimistic_alpha015,2026,40,40,11,0.15,0.995,1.0,0.1,0.9995,20000,999,91.78955986123921,164.32,100.0,100,100.0,92.62311987419011,0.5462502306915018,141.03,10.402360309083704,118.304,models/q_learning_optimistic_alpha015_seed2026_f07f1697013f.pkl,,none,1.0,0.5,5.0,,0.1,91.78955986123921,91.78955986123921,-0.2974883305431412,0.45973122119903564,0.4535089534521103,100,overnight,optimistic_alpha015|seed=2026|episodes=20000|max_steps=999|test=100|params=b0810003f9594d78,2026-07-01T04:04:59-03:00,9469.997,157.833
3c1ef17bbde7,2026-07-01T04:07:08-03:00,6b358d688579,qlearning_overnight_001,60,60,optimistic_alpha015,777,40,40,11,0.15,0.995,1.0,0.1,0.9995,20000,999,91.89855985292435,179.21,100.0,100,100.0,91.80095982052924,2.0428856888895064,174.03,41.00523259292648,129.368,models/q_learning_optimistic_alpha015_seed777_3c1ef17bbde7.pkl,,none,1.0,0.5,5.0,,0.1,91.89855985292435,91.89855985292435,-0.32783013612525286,0.4619094133377075,0.45971975415945054,100,overnight,optimistic_alpha015|seed=777|episodes=20000|max_steps=999|test=100|params=948f2664ded34a87,2026-07-01T04:07:08-03:00,9441.775,157.363
